Title;Issn;SJR;QUARTIL;H index
Aesthetic Cosmetology and Medicine;27193241;0.154;Q3;4
African Studies Quarterly;10932658;0.154;Q4;25
American Journal of Psychiatric Rehabilitation;15487768, 15487776;0.154;Q4;33
Anales de la Facultad de Medicina;10255583, 16099419;0.154;Q4;7
Ancient Near Eastern Studies;13784641, 17831326;0.154;Q1;7
Archives of Veterinary Medicine;18209955, 26834138;0.154;Q3;4
Avances en Psicologia Latinoamericana;17944724;0.154;Q4;17
Boletin de Investigaciones Marinas y Costeras;01229761;0.154;Q4;17
Brill's Studies in Historical Linguistics;22114904;0.154;Q3;3
British Columbia Medical Journal;00070556;0.154;Q4;18
Bulletin de l'Institut Scientifique, Section Sciences de la Terre;11146834;0.154;Q4;9
Canadian Journal of Speech-Language Pathology and Audiology;1913200X;0.154;Q3;21
Cardiovascular Medicine;16642031, 1664204X;0.154;Q4;4
Chinese Journal of Animal Nutrition;1006267X;0.154;Q4;6
Community Eye Health Journal;09536833, 19937288;0.154;Q4;31
Criminal Law Forum;10468374;0.154;Q3;24
Diabetologie und Stoffwechsel;18619002, 18619010;0.154;Q4;18
Dissertationes Archaeologicae ex Instituto Archaeologico Universitatis de Rolando Eotvos Nominatae;20644574;0.154;Q3;3
Economic Affairs (New Delhi);09764666, 04242513;0.154;Q4;8
Environmental Research and Technology;26368498;0.154;Q4;5
Estudos de Psicologia;16784669, 1413294X;0.154;Q4;16
European Journal of Language Policy;17576830, 17576822;0.154;Q3;10
Gladius;19884168, 0436029X;0.154;Q2;6
Gouvernement et Action Publique;2262340X, 22600965;0.154;Q4;4
Indian Journal of Community Health;22489509, 09717587;0.154;Q4;14
Indian Journal of Economics and Development;22775412, 23220430;0.154;Q4;5
Inner Asia;22105018, 14648172;0.154;Q3;21
Interacao em Psicologia;19818076, 19818068;0.154;Q4;4
International Journal of Cardiovascular Sciences;23594802, 23595647;0.154;Q4;8
International Journal of Electronic Healthcare;17418461, 17418453;0.154;Q4;24
International Journal of Human Capital in Urban Management;24764701, 24764698;0.154;Q3;5
International Journal of Nano and Biomaterials;17528941, 17528933;0.154;Q4;12
Israa University Journal of Applied Science;25230522;0.154;Q3;3
Journal of Biotechnology: X;25901559;0.154;Q4;7
Journal of Chinese Institute of Food Science and Technology;10097848;0.154;Q4;13
Journal of Early Christian Studies;10676341;0.154;Q2;27
Journal of Health Science and Medical Research;25869981, 26300559;0.154;Q4;6
Journal of Pentecostal Theology;17455251, 09667369;0.154;Q2;13
Journal of Statistics Applications and Probability;20908423, 20908431;0.154;Q3;13
Korean Journal of Veterinary Research;24661392, 24661384;0.154;Q4;10
Korean Language in America;2374670X, 23320346;0.154;Q3;4
Malaysian Journal of Science;13943065;0.154;Q3;15
Medicinal Plants - International Journal of Phytomedicines and Related Industries;09754261, 09756892;0.154;Q4;13
Mind and Matter;16118812, 20513003;0.154;Q2;19
Monumenta Serica;02549948, 20571690;0.154;Q1;10
Muzikologija;24060976, 14509814;0.154;Q2;2
New Zealand Journal of Medical Laboratory Science;11710195;0.154;Q4;9
Open Sports Sciences Journal;1875399X;0.154;Q4;16
Organizatsionnaya Psikhologiya;23125942;0.154;Q4;5
Pediatric Hematology Oncology Journal;24681245;0.154;Q4;7
Plastic and Aesthetic Nursing;27703517, 27703509;0.154;Q4;23
Pouvoirs: Revue d'Etudes Constitutionnelles et Politiques;21010390, 01520768;0.154;Q3;10
Progresos en Obstetricia y Ginecologia;15781453, 03045013;0.154;Q4;12
Revista Argentina de Ciencias del Comportamiento;18524206;0.154;Q3;7
Revista de Literatura Medieval;11303611;0.154;Q1;5
Revista de Poetica Medieval;2660891X, 11378905;0.154;Q1;3
Scientia Medica;19806108, 18065562;0.154;Q4;10
SCMS Journal of Indian Management;09733167;0.154;Q4;5
Sojourn;17932858, 02179520;0.154;Q3;22
Thaiszia Journal of Botany;12100420;0.154;Q4;10
University Library at a New Stage of Social Communications Development. Conference Proceedings;27070476;0.154;-;3
Advances in Econometrics;07319053;0.153;Q4;29
Advances in Military Technology;18022308;0.153;Q4;14
Alpha;07182201, 07164254;0.153;Q3;11
Ankara Universitesi Eczacilik Fakultesi Dergisi;10153918, 25646524;0.153;Q3;13
Anthropological Journal of European Cultures;17552923, 17552931;0.153;Q2;11
Atlas of Genetics and Cytogenetics in Oncology and Haematology;17683262;0.153;Q4;4
Carbohydrate Chemistry;2041353X, 14651963;0.153;Q4;13
China's Refractories;10044493;0.153;Q4;5
Chinese Literature Today;21514399, 21568634;0.153;Q1;2
Complex Issues of Cardiovascular Diseases;23061278, 25879537;0.153;Q4;7
Dalian Ligong Daxue Xuebao/Journal of Dalian University of Technology;10008608;0.153;Q4;20
E-Journal of Dokuz Eylul University Nursing Faculty;21490333;0.153;Q4;5
Erasmus Law Review;22102671;0.153;Q3;1
Ernahrungs Umschau;01740008;0.153;Q4;17
Finance and Development;01451707, 15645142;0.153;Q4;37
Gayana;0717652X, 07176538;0.153;Q4;20
Geosfernye Issledovaniya;25419943, 25421379;0.153;Q4;3
Horticultura Argentina;03273431, 18519342;0.153;Q4;2
IBIMA Business Review;19473788;0.153;Q4;9
International Journal of Arts and Technology;17548861, 17548853;0.153;Q2;21
Journal for the Philosophy of Language, Mind and the Arts;27239640;0.153;Q2;2
Journal of Accounting Review;10181687;0.153;Q4;2
Journal of Agricultural Sciences (Belgrade);14508109, 24060968;0.153;Q4;4
Journal of Cultural Marketing Strategy;20568002, 20568010;0.153;Q4;3
Journal of Heat and Mass Transfer Research;23833068;0.153;Q4;5
Journal of Medical Education Development;29807670, 22519521;0.153;Q4;4
Journal of Natural Remedies;23203358, 09725547;0.153;Q4;25
Journal of Nephropathology;22518819, 22518363;0.153;Q4;35
Journal of Special Education Leadership;15251810;0.153;Q4;5
Keikinzoku/Journal of Japan Institute of Light Metals;04515994;0.153;Q4;26
Kinematics and Physics of Celestial Bodies;19348401, 08845913;0.153;Q4;12
Lejana;20616678;0.153;Q1;1
Maejo International Journal of Science and Technology;19057873;0.153;Q4;22
Malaysian Online Journal of Educational Management;22894489;0.153;Q4;7
Molekulyarnaya Biologiya;00268984;0.153;Q4;24
Norsk Lingvistisk Tidsskrift;08003076;0.153;Q3;5
Open Biochemistry Journal;1874091X;0.153;Q4;16
Open Respiratory Archives;26596636;0.153;Q4;7
Paediatrica Indonesiana;00309311;0.153;Q4;4
Pferdeheilkunde;01777726;0.153;Q4;25
Progress in Plant Protection;14274337, 20844883;0.153;Q4;4
Revista Portuguesa de Educacao;21830452, 08719187;0.153;Q4;6
Revue Roumaine de Chimie;00353930;0.153;Q4;27
Studia Romanica Posnaniensia;01372475;0.153;Q1;4
Studies in American Jewish Literature;19485077, 02719274;0.153;Q1;5
Translation Matters;21844585;0.153;Q1;4
Transplantation Reports;24519596;0.153;Q4;4
Tydskrif vir Letterkunde;0041476X;0.153;Q1;9
UCJC Business and Society Review;26593270;0.153;Q4;17
Veritas;07189273, 07174675;0.153;Q2;6
Vlaams Diergeneeskundig Tijdschrift;03039021;0.153;Q4;21
Wiadomosci Lekarskie;00435147;0.153;Q4;19
Women, Gender and Research;22456937;0.153;Q3;4
Women's Studies;00497878;0.153;Q3;18
Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology;10006834;0.153;Q4;12
Zhurnal Nevrologii i Psikhiatrii imeni S.S. Korsakova;23094729, 19977298;0.153;Q4;21
Ab Imperio;21649731, 21664072;0.152;Q2;13
Acta Baltica Historiae et Philosophiae Scientiarum;22282009, 22282017;0.152;Q2;7
Advanced Series in Management;18776361;0.152;Q4;16
Aesthetic Medicine;24217115;0.152;Q4;3
African Journal of Biological Sciences (South Africa);26632187;0.152;Q4;5
AIP Conference Proceedings;0094243X, 15517616;0.152;-;83
Antarctic Record;00857289;0.152;Q4;10
Asia Pacific Disability Rehabilitation Journal;10294414;0.152;Q4;20
Asian Journal of Ophthalmology;15602133;0.152;Q4;6
Borneo Journal of Resource Science and Technology;22299769, 01282972;0.152;Q4;4
Chinese Journal of Pediatric Surgery;02533006;0.152;Q4;4
Chinese Journal of Ultrasonography;10044477;0.152;Q4;6
Costume;05908876, 17496306;0.152;Q2;9
Current Trends in Biotechnology and Pharmacy;22307303, 09738916;0.152;Q3;16
Eastern Journal of Medicine;13093886, 13010883;0.152;Q4;13
Ekonomski Pregled;04247558;0.152;Q4;12
Electronics and Communications in Japan;19429541, 19429533;0.152;Q4;29
Eos;00963941, 23249250;0.152;Q4;99
Estudios de Literatura Colombiana;01234412;0.152;Q1;2
Estudios Latinoamericanos;01373080;0.152;Q1;2
European Journal of Government and Economics;22547088;0.152;Q4;9
Face;27325016;0.152;Q4;4
Film History: An International Journal;08922160, 15533905;0.152;Q2;15
Finance India;09703772;0.152;Q4;5
Frontiers in Diabetes;02515342, 16622995;0.152;Q4;7
Hawwa;15692078, 15692086;0.152;Q2;14
International Journal of Information Science and Management;20088310, 20088302;0.152;Q3;14
International Journal of Nanoparticles;17532515, 17532507;0.152;Q4;17
International Labor and Working-Class History;14716445, 01475479;0.152;Q2;28
Journal of Contemporary Eastern Asia;23839449;0.152;Q3;8
Journal of Contextual Economics-Schmollers Jahrbuch;25687603, 2568762X;0.152;Q4;3
Journal of Emergency Medicine, Trauma and Acute Care;19997086, 19997094;0.152;Q4;6
Journal of European Periodical Studies;25066587;0.152;Q1;1
Journal of Family History;15525473, 03631990;0.152;Q3;25
Kardiologie;27317129, 27317137;0.152;Q4;19
Kritika i Semiotika;23071737, 23071753;0.152;Q1;4
Malaysian Journal of Nursing;22317007, 2462246X;0.152;Q4;5
Modern Drama;00267694, 17125286;0.152;Q1;13
Pakistan Journal of Information Management and Libraries;24097462;0.152;Q3;12
Paliva;18042058;0.152;Q4;3
PDA Journal of Pharmaceutical Science and Technology;19482124, 10797440;0.152;Q3;43
Proceedings of SPIE - The International Society for Optical Engineering;1996756X, 0277786X;0.152;-;193
Proceedings of the Institution of Civil Engineers: Forensic Engineering;20439911, 20439903;0.152;Q4;14
Proceedings of the International Conference on Virtual Learning;18448933, 29719291;0.152;-;4
Proceedings of the National Academy of Sciences of Belarus, Medical Series;25242350, 18146023;0.152;Q4;4
Przeglad Nauk Historycznych;24507660, 1644857X;0.152;Q2;4
Renewable Energy and Power Quality Journal;2172038X;0.152;Q4;28
Revista MVZ Cordoba;01220268, 19090544;0.152;Q4;15
Revue de Geographie Alpine;00351121;0.152;Q4;18
Revue Francaise d'Allergologie;18770320, 18770312;0.152;Q4;20
Scientific Horizons;27098877, 26632144;0.152;Q4;9
Sjuttonhundratal;20019866, 16524772;0.152;Q2;2
Slovenscina 2.0;23352736;0.152;Q3;4
Sociolinguistic Studies;17508649, 17508657;0.152;Q3;19
Southwestern Naturalist;00384909, 19436262;0.152;Q4;35
Studies in Polish Linguistics;17328160, 23005920;0.152;Q3;4
Studies on Ethno-Medicine;09735070;0.152;Q2;23
Surgical Practice;17441625, 17441633;0.152;Q4;12
Turkish Journal of History;26199505, 10151818;0.152;Q2;2
Ukrainian Biochemical Journal;24094943, 24135003;0.152;Q4;20
Veredas do Direito;18063845, 21798699;0.152;Q3;4
Yaoxue Xuebao;05134870;0.152;Q3;36
Zeitschrift fur Literaturwissenschaft und Linguistik;00498653;0.152;Q1;9
Acta Horticulturae;05677572;0.151;Q4;71
Acta Theologica;10158758;0.151;Q2;10
Agrokemia es Talajtan;00021873, 15882713;0.151;Q4;11
Anaesthesia and Intensive Care Medicine;18787584, 14720299;0.151;Q4;19
Analitika i Kontrol;20731442, 20731450;0.151;Q4;8
Annales Mathematiques Blaise Pascal;12591734, 21187436;0.151;Q4;4
Applied Economics Quarterly;18655122, 16116607;0.151;Q4;5
Approaching Religion;17993121;0.151;Q2;4
Archaeologia Bulgarica;13109537;0.151;Q3;8
Archivos de Historia del Movimiento Obrero y la Izquierda;26839601, 23139749;0.151;Q2;3
Asia-Pacific Journal of Molecular Biology and Biotechnology;01287451;0.151;Q4;22
Association of Canadian Map Libraries and Archives Bulletin;08409331;0.151;Q4;4
Byzantine and Modern Greek Studies;03070131;0.151;Q1;16
Cailiao Rechuli Xuebao/Transactions of Materials and Heat Treatment;10096264;0.151;Q4;22
Cidades;21823030;0.151;Q3;5
Ciencia y Enfermeria;07172079, 07179553;0.151;Q4;18
Cognitive Semantics;23526416, 23526408;0.151;Q3;8
Contemporary Music Review;07494467;0.151;Q2;21
Cuadernos de Economia (Colombia);22484337, 01214772;0.151;Q3;11
Cultural Dynamics;14617048, 09213740;0.151;Q2;27
El-Cezeri Journal of Science and Engineering;21483736;0.151;Q4;8
Energy Environment Efficiency Resources Globalization;26687003, 24575011;0.151;Q4;2
Enfances, Familles, Generations;17086310;0.151;Q3;8
Estudos Historicos;01032186, 21781494;0.151;Q1;5
European Competition and Regulatory Law Review;25103148;0.151;Q3;5
European Studies: The Review of European Law, Economics and Politics;24646695, 18058809;0.151;Q3;2
Food and Fermentation Industries;0253990X;0.151;Q4;11
Forum Geografic;15831523, 20674635;0.151;Q4;5
Gallia Prehistoire;00164127, 21099642;0.151;Q3;5
Hyle;14335158;0.151;Q3;19
Indian Journal of Transplantation;22120017, 22120025;0.151;Q4;3
International Human Rights Law Review;22131027, 22131035;0.151;Q3;8
International Journal of Academic Medicine;24555568;0.151;Q4;5
International Journal of Advanced and Applied Sciences;23133724, 2313626X;0.151;Q4;13
International Journal of Enterprise Network Management;17481252, 17481260;0.151;Q4;13
International Journal of Learning in Higher Education;23277955, 23278749;0.151;Q4;6
International Journal of Pharmaceutical Quality Assurance;09759506;0.151;Q3;12
International Journal of Systematic Innovation;20778767, 20777973;0.151;Q4;6
Iranian Journal of Veterinary Surgery;26766299, 20083033;0.151;Q4;3
Iranian Studies;00210862, 14754819;0.151;Q1;25
Iraqi National Journal of Earth Science;16823222, 26642816;0.151;Q4;3
Journal of International Special Needs Education;21594341, 23314001;0.151;Q4;3
Journal of Research on Christian Education;19344945, 10656219;0.151;Q2;12
Journal of Scandinavian Cinema;20427891;0.151;Q2;6
Journal of Sociology and Social Welfare;01915096;0.151;Q3;35
Journal of the Operations Research Society of Japan;04534514;0.151;Q4;31
Journal of the Zhejiang University - Agriculture and Life Science;10089209;0.151;Q4;13
Kepes;17947111;0.151;Q2;6
Korean Journal of Environmental Agriculture;22334173, 12253537;0.151;Q4;4
Library Leadership and Management;19458851, 1945886X;0.151;Q3;13
Literature Compass;17414113;0.151;Q1;17
Macedonian Veterinary Review;14097621, 18577415;0.151;Q4;9
Mathematics for Applications;18053629, 18053610;0.151;Q4;3
Medsurg nursing : official journal of the Academy of Medical-Surgical Nurses;10920811;0.151;Q4;38
Mundo Agrario;15155994;0.151;Q2;11
Novum Testamentum;00481009, 15685365;0.151;Q1;15
Nutrition Clinique et Metabolisme;17683092, 09850562;0.151;Q4;15
Pediatric Infection and Vaccine;23841087, 23841079;0.151;Q4;6
Psicologia della Salute;17210321, 19725167;0.151;Q4;17
Research Results in Pharmacology;2658381X;0.151;Q3;10
Revista Brasileira de Cartografia;05604613, 18080936;0.151;Q4;5
Revista Opiniao Juridica;24476641, 18060420;0.151;Q3;2
Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial;16462890, 16476700;0.151;Q4;12
Revue Des Sciences De L'Eau;09927158, 17188598;0.151;Q4;28
Romanian Journal of Diabetes, Nutrition and Metabolic Diseases;15838609;0.151;Q4;11
Rural History: Economy, Society, Culture;09567933, 14740656;0.151;Q2;21
Science and Technology Asia;25869027, 25869000;0.151;Q4;7
Scientific and Technical Journal of Information Technologies, Mechanics and Optics;22261494, 25000373;0.151;Q4;7
"Soins; la revue de reference infirmiere";00380814;0.151;Q4;7
Sotsiologicheskie issledovaniia;01321625;0.151;Q3;15
Springer Proceedings in Business and Economics;21987246, 21987254;0.151;-;20
Thailand and the World Economy;26510529, 26300931;0.151;Q4;4
Vestnik Rossiiskoi Akademii Meditsinskikh Nauk;08696047, 24143545;0.151;Q4;20
Victorian Studies;15272052, 00425222;0.151;Q1;26
Web Intelligence;24056464, 24056456;0.151;Q4;26
World Construction Symposium;23620935;0.151;-;5
Yearbook of Polar Law;18768814;0.151;Q3;10
Zhenkong Kexue yu Jishu Xuebao/Journal of Vacuum Science and Technology;16727126;0.151;Q4;13
American Journal of Biochemistry and Biotechnology;15533468;0.15;Q4;37
Aries;15700593, 15679896;0.15;Q2;12
ARPN Journal of Engineering and Applied Sciences;18196608;0.15;Q4;39
Astronomical and Astrophysical Transactions;14763540, 10556796;0.15;Q4;4
Bio-Medical Engineering;00063398, 15738256;0.15;Q4;19
Biotropia;02156334, 1907770X;0.15;Q4;14
China Tropical Medicine;10099727;0.15;Q4;7
Chinese Journal of Engineering Design;1006754X;0.15;Q4;9
Chinese Journal of Pathology;05295807;0.15;Q4;19
Chinese Journal of Practical Nursing;16727088;0.15;Q4;4
Cuadernos de Linguistica Hispanica;23461829, 0121053X;0.15;Q3;2
Cuhso;2452610X;0.15;Q2;4
Current Issues in Linguistic Theory;03040763;0.15;Q3;4
Drawing: Research, Theory, Practice;20570392, 20570384;0.15;Q2;3
Drugs of the Future;03778282;0.15;Q4;46
Equilibrium Research;03855716;0.15;Q4;12
Ethiopian Journal of Reproductive Health;25200283, 25200275;0.15;Q4;5
Folklore;0015587X, 14698315;0.15;Q2;21
Funtai Oyobi Fummatsu Yakin/Journal of the Japan Society of Powder and Powder Metallurgy;18809014, 05328799;0.15;Q4;23
Geneses;11553219;0.15;Q2;24
Geology and Mineral Resources of Siberia;23119594, 20780575;0.15;Q4;4
Indian Journal of Mathematics;00195324;0.15;Q4;11
International Journal of Climate Change: Impacts and Responses;28334140, 18357156;0.15;Q4;5
International Journal of Media and Cultural Politics;17408296;0.15;Q2;14
IWMI Working Papers;20125763;0.15;Q4;10
Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika;02043327;0.15;Q4;8
Journal of Environmental and Earth Sciences;26613190;0.15;Q4;3
Journal of Health Administration;20081200, 20081219;0.15;Q4;5
Journal of Himalayan Earth Sciences;23056959, 19943237;0.15;Q4;12
Journal of ICT Research and Applications;23375787;0.15;Q4;15
Journal of Medieval History;03044181;0.15;Q2;24
Journal of Popular Culture;15405931, 00223840;0.15;Q1;29
Journal of Public Finance and Public Choice;25156918, 25156926;0.15;Q4;6
Journal of the Chinese Cereals and Oils Association;10030174;0.15;Q4;11
Laboratory Diagnostics. Eastern Europe;22265392, 2522137X;0.15;Q4;2
L'Annee Sociologique;00662399;0.15;Q4;15
Magnificat Cultura i Literatura Medievals;23868295;0.15;Q1;4
Mediaevalia Historica Bohemica;27882543, 0862979X;0.15;Q2;2
MolBank;14228599;0.15;Q4;11
Notizie di Politeia;11282401;0.15;Q3;6
Open Theology;23006579;0.15;Q2;11
Proceedings of the International Conference on Mine Closure;22088296, 22088288;0.15;-;7
Qualitative Sociology Review;17338077;0.15;Q4;19
Renaissance Studies;02691213;0.15;Q1;21
Review of Clinical Pharmacology and Pharmacokinetics, International Edition;10116583;0.15;Q4;9
Revista Brasileira de Educacao Especial;14136538;0.15;Q4;13
Revista Brasileira de Geofisica;0102261X;0.15;Q4;22
Revista Cubana de Ortopedia y Traumatologia;0864215X;0.15;Q4;5
Revista Espanola de Patologia;1988561X, 16998855;0.15;Q4;7
Revue de Philosophie Economique;21184852, 13760971;0.15;Q3;2
Stilistica e Metrica Italiana;15916693;0.15;Q1;1
Studia Ecologiae et Bioethicae;17331218, 2719826X;0.15;Q3;3
Studies in Chinese Religions;23729988, 23729996;0.15;Q2;5
Studies in Theatre and Performance;20400616, 14682761;0.15;Q2;11
Synergies Europe;2260653X, 19516088;0.15;Q3;3
Teorema;02101602;0.15;Q3;10
University of Illinois Law Review;02769948;0.15;Q3;35
Veterinarski Glasnik;24060771, 03502457;0.15;Q4;4
Zeitschrift des Deutschen Palastina-Vereins;00121169;0.15;Q2;11
Acta Musicologica;00016241;0.149;Q2;8
Acta Phlebologica;1593232X, 18271766;0.149;Q4;10
Advances in Health Care Management;14748231;0.149;Q4;18
Akademik Gida;2148015X, 13047582;0.149;Q4;5
Alberta Journal of Educational Research;19231857, 00024805;0.149;Q4;27
Allgemeine Vermessungs-Nachrichten;00025968;0.149;Q4;8
American Review of Canadian Studies;02722011;0.149;Q4;17
Anali Hrvatskog Politoloskog Drustva;18456707, 18475299;0.149;Q3;6
Artifact;17493471, 17493463;0.149;Q2;2
Atenea;07161840, 07180462;0.149;Q3;9
AtoZ;2237826X;0.149;Q3;3
Biotechnology Law Report;0730031X, 15578704;0.149;Q4;10
Brazilian Journal of Oral Sciences;16773225, 16773217;0.149;Q4;14
Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering;20652135;0.149;Q4;10
Change Over Time;2153053X, 21530548;0.149;Q2;9
Chemical and Process Engineering - Inzynieria Chemiczna i Procesowa;02086425;0.149;Q4;24
Chinese Journal of Endocrinology and Metabolism;10006699;0.149;Q4;7
Commagene Journal of Biology;2602456X;0.149;Q4;4
Communications in Mathematical Analysis;19389787;0.149;Q4;10
Communitas;10230556, 24150525;0.149;Q3;2
Cornell Journal of Law and Public Policy;10690565;0.149;Q3;12
Criminologie;03160041, 14921367;0.149;Q3;4
Dynamic Relationships Management Journal;2350367X, 22325867;0.149;Q4;4
Economic Alternatives;23679409, 13127462;0.149;Q4;6
ESSACHESS - Journal for Communication Studies;1775352X, 20665083;0.149;Q2;9
European Public Law;13543725, 18758207;0.149;Q3;7
Filozofski Vestnik;15811239, 03534510;0.149;Q2;9
French History;02691191, 14774542;0.149;Q2;17
HIV Infection and Immunosuppressive Disorders;20781792, 20779828;0.149;Q4;7
Hrvatska Revija Za Rehabilitacijska Istrazivanja;13313010;0.149;Q4;11
Idesia;00734675, 07183429;0.149;Q4;16
Indian Journal of Biotechnology;09725849, 09750967;0.149;Q4;43
Ingeniare;07183291, 07183305;0.149;Q4;15
International Journal of Computing Science and Mathematics;17525063, 17525055;0.149;Q4;21
Iran and the Caucasus;16098498, 1573384X;0.149;Q2;15
Iranian Journal of Pharmaceutical Sciences;17352444;0.149;Q3;16
Israel Law Review;20479336, 00212237;0.149;Q3;21
Jezik in Slovstvo;00216933, 15813754;0.149;Q1;5
Journal of Biotech Research;19443285;0.149;Q4;12
Journal of Electronic Resources in Medical Libraries;15424065;0.149;Q3;16
Journal of Historical Linguistics;22102116, 22102124;0.149;Q3;11
Journal of Library and Information Studies;16067509, 23099119;0.149;Q3;3
Journal of Popular Television;2046987X, 20469861;0.149;Q3;5
Journal of Research and Health;24235717;0.149;Q4;5
Journal of Social Structure;15291227;0.149;Q3;8
Journal of the American Pomological Society;15273741;0.149;Q4;23
Korean Chemical Engineering Research;0304128X, 22339558;0.149;Q4;15
Malayan Nature Journal;00251291;0.149;Q4;11
Malaysian Applied Biology;01268643;0.149;Q4;14
Malaysian Forester;03022935;0.149;Q4;11
Microwave Review;14505835;0.149;Q3;7
Modern and Contemporary France;14699869, 09639489;0.149;Q2;15
Pakistan Journal of Scientific and Industrial Research Series B: Biological Sciences;22232567, 22216421;0.149;Q4;7
Philippine Agricultural Scientist;00317454;0.149;Q4;20
Polish Annals of Medicine;12308013;0.149;Q4;11
Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature;20090048, 00358991;0.149;Q1;9
Revista de Historia Moderna;02125862, 19899823;0.149;Q2;3
Revista Espanola de Investigacion Criminologica;16969219;0.149;Q3;4
Russian Journal of Pain;22195297, 26189860;0.149;Q4;6
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering;10015515;0.149;Q4;15
Sibirica;13617362, 14766787;0.149;Q2;8
Slovo (Croatia);05836255;0.149;Q1;4
Sociologia, Problemas e Praticas;08736529;0.149;Q3;19
South African Orthopaedic Journal;1681150X, 23098309;0.149;Q4;4
Style;00394238;0.149;Q1;24
Symposion;23926260, 1584174X;0.149;Q3;5
Theological Studies;00405639, 21691304;0.149;Q2;22
Toxicology International;09716580;0.149;Q4;34
Turk Noroloji Dergisi;1301062X;0.149;Q4;9
Turkish Historical Review;18775462, 18775454;0.149;Q2;6
WSEAS Transactions on Electronics;24151513, 11099445;0.149;Q4;12
Wuhan University Journal of Natural Sciences;10071202, 19934998;0.149;Q4;22
Wulfenia;1561882X;0.149;Q4;13
African Economic History;01452258;0.148;Q2;13
Agrociencia;14053195, 25219766;0.148;Q4;28
Antropologia Portuguesa;08700990;0.148;Q3;4
Applied Computer Science;18953735, 23536977;0.148;Q4;8
Bahrain Medical Bulletin;10128298;0.148;Q4;14
British Journal of Medical Practitioners;17578515;0.148;Q4;16
Bulgarian Chemical Communications;25349899, 08619808;0.148;Q4;22
Bulletin de la Societe de Pathologie Exotique;00379085, 19619049;0.148;Q4;34
Chinese Journal of Environmental Engineering;16739108;0.148;Q4;15
Chinese Journal of Obstetrics and Gynecology and Pediatrics;16735250;0.148;Q4;4
Culture and History Digital Journal;2253797X;0.148;Q2;8
Derrida Today;17548519, 17548500;0.148;Q3;10
Disena;07188447, 24524298;0.148;Q3;4
Ecologia Mediterranea;17754100, 01538756;0.148;Q4;4
Endocrinology (Switzerland);25101935, 25101927;0.148;Q4;8
Environment, Space, Place;20689616, 20665377;0.148;Q3;3
Environmental Engineering(Lithuania);20297092;0.148;Q4;3
European Pharmaceutical Journal;24536725;0.148;Q4;9
Frontiers in ICT;2297198X;0.148;Q4;27
Global Trade and Customs Journal;18756468, 1569755X;0.148;Q3;5
History of Political Thought;0143781X;0.148;Q2;27
International Journal of Business;10834346;0.148;Q4;13
International Journal of Information Systems in the Service Sector;19355688, 19355696;0.148;Q4;15
International Journal of Microstructure and Materials Properties;17418410, 17418429;0.148;Q4;17
Iranian Journal of Epidemiology;17357489;0.148;Q4;15
Journal for Modeling in Ophthalmology;24683930, 24683922;0.148;Q4;2
Journal of Chinese Soil and Water Conservation;02556073;0.148;Q4;7
Journal of Food Science and Biotechnology;16731689;0.148;Q4;7
Journal of Modern Chinese History;17535662, 17535654;0.148;Q2;6
Journal of Southeast University (English Edition);10037985;0.148;Q4;18
Journal of the Entomological Research Society;13020250;0.148;Q4;15
Journal of WSCG;12136964, 12136972;0.148;Q4;12
Knjizevna Smotra;04550463, 24596329;0.148;Q1;2
Landscape History;01433768, 21602506;0.148;Q2;11
Liverpool Law Review;15728625, 0144932X;0.148;Q3;15
Loisir et Societe;07053436;0.148;Q4;27
Magazen;27243923;0.148;Q1;3
NIWA Biodiversity Memoirs;11740043;0.148;Q4;18
Old Testament Essays;23123621, 10109919;0.148;Q2;5
Osmanli Medeniyeti Arastirmalari Dergisi;24589519;0.148;Q2;1
Physiology and Pharmacology (Iran);24765236, 24765244;0.148;Q3;15
Polish Archaeology in the Mediterranean;12345415, 2083537X;0.148;Q3;4
Polymer (Korea);0379153X;0.148;Q4;20
Proceedings of the Pakistan Academy of Sciences: Part A;25184245, 25184253;0.148;Q4;8
Revista Academica Ciencia Animal;25962868;0.148;Q4;2
Revista Colombiana de Matematicas;00347426, 23574100;0.148;Q4;9
Revista de Biologia Marina y Oceanografia;07173326;0.148;Q4;30
Revista de Humanidades (SPAIN);23408995, 11305029;0.148;Q3;7
Revista de Salud Publica;01240064;0.148;Q4;28
Revista Espanola de Cardiologia Suplementos;15792250, 11313587;0.148;Q4;14
Revista Guillermo de Ockham;1794192X, 22563202;0.148;Q3;3
Revista U.D.C.A Actualidad and Divulgacion Cientifica;26192551, 01234226;0.148;Q4;5
Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology;13082523, 03779777;0.148;Q4;8
U.S. Geological Survey Data Series;2327638X;0.148;Q4;3
Aboriginal history;18379389, 03148769;0.147;Q2;7
Adiyaman University Journal of Science;2146586X, 21471630;0.147;Q4;6
